"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y1i0000061UMZEA2","a0I1i000004MM9aEAG","Country","Leaving care services in Vilnius","a0i1i000002i5XHAAY",""
"a0Y1i0000061UMeEAM","a0I1i000004MM9aEAG","Country","Experimental Social carers service in Klaipeda region","a0i1i000002i5XIAAY",""
"a0Y1i0000063UwjEAE","a0I1i000004MM8zEAG","Country","EduCare Co-Funding Opportunities","a0i1i000002iLBSAA2",""
"a0Y1i000006IYncEAG","a0I1i000004MM9vEAG","Country","Support for marginalized families in times of Covid-19;","a0i1i000002iLGSAA2",""
"a0Y1i000006JswuEAC","a0I1i000004MM9tEAG","Country","UEFA Sports for peace in Maiduguri, Nigeria","a0i1i000002iLK0AAM",""
"a0Y1i000009ym5GEAQ","a0I1i000004MM98EAG","Country","Regional Child Migration Prevention Project Guatemala","a0i1i000002iRW2AAM",""
"a0Y1i000009ym5LEAQ","a0I1i000004MM9iEAG","Country","Regional Child Migration Prevention Project Mexico","a0i1i000002iRW7AAM",""
"a0Y1i000009ym5QEAQ","a0I1i000004MM9CEAW","Country","Regional Child Migration Prevention Project Honduras","a0i1i000002iRWCAA2",""
"a0Y1i000009ym5VEAQ","a0I1i000004MM9rEAG","Country","Regional Child Migration Prevention Project Nicaragua","a0i1i000002iRWHAA2",""
"a0Y1i000009ymCgEAI","a0I1i000004MO3iEAG","Programme Unit","DEPARE : Droits de l’Enfant via une PArentalité REsponsable","a0i1i000002i5BdAAI",""
"a0Y1i000009ymDKEAY","a0I1i000004MM8hEAG","Country","Improved MHPSS capacity and support in CAR","a0i1i000002iRZaAAM",""
"a0Y1i000009ymGOEAY","a0I1i000004MM8eEAG","Country","Improved MHPSS capacity and support in Cameroon","a0i1i000002iRlHAAU",""
"a0Y1i000009ymGTEAY","a0I1i000004MM9sEAG","Country","Improved MHPSS capacity and support in Niger","a0i1i000002iRlMAAU",""
"a0Y1i000009ymGnEAI","a0I1i000004MM9CEAW","Country","Cuidándome, protejo a los demás","a0i1i000002iRnmAAE",""
"a0Y1i000009ymHWEAY","a0I1i000004MvZfEAK","Country","Reducing obstacles and promoting access to basic services","a0i1i000002iRpsAAE",""
"a0Y1i000009ymHgEAI","a0I1i000004MM9mEAG","Country","Créer une dynamique de changement social par le leadership féminin","a0i1i000002iRqlAAE",""
"a0Y1i000009ym5BEAQ","a0I1i000004MM8vEAG","Country","Regional Child Migration Prevention Project El Salvador","a0i1i000002iRVxAAM",""
"a0Y1i00000Dvk2TEAR","a0I1i000004MMAUEA4","Country","Mise en œuvre d'activités communautaires pour le projet USAID Ma3an","a0i1i000002iUTOAA2",""
"a0Y1i00000Dy3Y2EAJ","a0I1i000004MM8MEAW","Country","ECONOMIC EMPOWERMENT OF YOUTH AFFECTED FORM NK CONFLICT","a0i1i000002iUZ2AAM",""
"a0Y1i00000E2juZEAR","a0I1i000004MObuEAG","Programme Unit","Healthy Spirit in Healthy Body","a0i1i000002i5ExAAI",""
"a0Y1i00000E2jueEAB","a0I1i000004MObuEAG","Programme Unit","ART THERAPY FOR VULNERABLE CHILDREN","a0i1i000002iTFmAAM",""
"a0Y1i00000E2jujEAB","a0I1i000004MObuEAG","Programme Unit","ART THERAPY FOR VULNERABLE CHILDREN","a0i1i000002i5F5AAI",""
"a0Y1i00000E2jutEAB","a0I1i000004MObuEAG","Programme Unit","Support to Children from Nagorno-Karabakh","a0i1i000002iTZtAAM",""
"a0Y1i00000E2juyEAB","a0I1i000004MMAfEAO","Country","Financial Access for Rural Women in Zambia","a0i1i000002iUfPAAU",""
"a0Y1i00000E2jv3EAB","a0I1i000004MOc6EAG","Programme Unit","EDUCATION OPPORTUNITIES FOR ALL CHILDREN DURING COVID-19","a0i1i000002iJKmAAM",""
"a0Y1i00000E2jvDEAR","a0I1i000004MObzEAG","Programme Unit","Economic Empowerment of Vulnerable Youth in Kotayk Region","a0i1i000002iJv9AAE",""
"a0Y1i00000E2jvIEAR","a0I1i000004MObwEAG","Programme Unit","Day care center for children in Kotayk Province","a0i1i000002i5EyAAI",""
"a0Y1i00000E2jvSEAR","a0I1i000004MOKBEA4","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000E2jvcEAB","a0I1i000004MOKhEAO","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000E2jvhEAB","a0I1i000004MOKXEA4","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000E2jvmEAB","a0I1i000004MOKgEAO","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000E2jvnEAB","a0I1i000004MOKIEA4","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000E2jvoEAB","a0I1i000004MOKyEAO","Programme Unit","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000MEPCQEA5","a0I1i000004MM94EAG","Country","Strengthening CSOs for improved access to quality social services -ADA cofinance","a0i1i000002ianXAAQ",""
"a0Y1i00000MSd47EAD","a0I1i000004MM9nEAG","Country","DRA joint response Mozambique 2021","a0i1i000002ib5vAAA",""
"a0Y1i00000MZuQpEAL","a0I1i000004MM9tEAG","Country","Small Grants Initiative to support small local responses to COVID-19","a0i1i000002ibDGAAY",""
"a0Y1i0000056nF9EAI","a0I1i000004MM8MEAW","Country","Economic Empowerment of Vulnerable Youth in Kotayk Region","a0i1i000002iJv9AAE",""
"a0Y1i0000056nFEEAY","a0I1i000004MM8nEAG","Country","Together we can do better","a0i1i000002iJvOAAU",""
"a0Y1i0000056nFOEAY","a0I1i000004MM8nEAG","Country","Caring home for every child","a0i1i000002iJvYAAU",""
"a0Y1i0000056nFTEAY","a0I1i000004MM8nEAG","Country","Shield for children","a0i1i000002iJvdAAE",""
"a0Y1i0000056nFdEAI","a0I1i000004MM8XEAW","Country","Construction of Class room for Mmatseta Primary School","a0i1i000002iJwCAAU",""
"a0Y1i000006Mk8NEAS","a0I1i000004MM9rEAG","Country","Por el D. a vivir en una familia y comunidad libre de violencias en el Covid","a0i1i000002iLLhAAM",""
"a0Y1i000006Mk8OEAS","a0I1i000004MM8tEAG","Country","Familias protectoras de los DD de los NNAJ: erradicando la violencia por  Covid","a0i1i000002iLLrAAM",""
"a0Y1i000006Mk8SEAS","a0I1i000004MM9CEAW","Country","SOS Joven, una oportunidad para tu vida","a0i1i000002iLLwAAM",""
"a0Y1i000006NWt9EAG","a0I1i000004MM8zEAG","Country","DRA Joint response COVID-19 in Ethiopia","a0i1i000002iLN9AAM",""
"a0Y1i000006Rf93EAC","a0I1i000004MM8bEAG","Country","?an?o - Strong children change the world - Burundi","a0i1i000002iLQSAA2",""
"a0Y1i000006Rf9NEAS","a0I1i000004MM8pEAG","Country","?an?o - Strong children change the world - DRC","a0i1i000002iLQcAAM",""
"a0Y1i000006RfAaEAK","a0I1i000004MM8WEAW","Country","YES II - Youth Empowerment Services in Bosnia and Herzegovina","a0i1i000002iLRBAA2",""
"a0Y1i000006VKQOEA4","a0I1i000004MOfxEAG","Programme Unit","Support for marginalized families in times of Covid-19;","a0i1i000002iLGSAA2",""
"a0Y1i000006VKVEEA4","a0I1i000004MM8jEAG","Country","Programa Residencial Curicó","a0i1i000002iLU5AAM",""
"a0Y1i000006VKVJEA4","a0I1i000004MM8jEAG","Country","Programa Residencial Kuru Ko","a0i1i000002iLUAAA2",""
"a0Y1i000006jmgeEAA","a0I1i000004MM9tEAG","Country","Expertise France: Combating human trafficking in Edo state, Nigeria.","a0i1i000002iLXTAA2",""
"a0Y1i000006naKDEAY","a0I1i000004MM9sEAG","Country","Football pour le développement et l'intégration sociale des enfants/Niamey","a0i1i000002iLZ0AAM",""
"a0Y1i000006s4GDEAY","a0I1i000004MMAfEAO","Country","Tubombele Pamo Project","a0i1i000002iLahAAE",""
"a0Y1i000006s4GIEAY","a0I1i000004MNxgEAG","Programme Unit","Tubombele Pamo Project","a0i1i000002iLahAAE",""
"a0Y1i000006s4GSEAY","a0I1i000004MM9mEAG","Country","Le sport, tremplin vers l'insertion professionnelle","a0i1i000002iLawAAE",""
"a0Y1i000006s4GcEAI","a0I1i000004MM9REAW","Country","Safe Journey Towards Future","a0i1i000002iLbBAAU",""
"a0Y1i000006s4GmEAI","a0I1i000004MM9REAW","Country","Toward social protection and networking","a0i1i000002iLbGAAU",""
"a0Y1i000006s4HBEAY","a0I1i000004MM8UEAW","Country","“Support for the socio-economic empowerment of 06 vulnerable rural households he","a0i1i000002iLcEAAU",""
"a0Y1i000006wn5PEAQ","a0I1i000004MM8aEAG","Country","Youth and Female Entrepreneurship Opportunity in Burkina Faso","a0i1i000002iJP3AAM",""
"a0Y1i000009ymIPEAY","a0I1i000004MMAEEA4","Country","SOS Somalia sub-project of ECHO consortium","a0i1i000002iRscAAE",""
"a0Y1i000009ymIUEAY","a0I1i000004MMAEEA4","Country","SOS Somaliland sub-project of ECHO consortium","a0i1i000002iRshAAE",""
"a0Y1i000009ymIZEAY","a0I1i000004MOPfEAO","Programme Unit","Nutrition For Growing Minds and Bodies","a0i1i000002i5WmAAI",""
"a0Y1i000009ymIjEAI","a0I1i000004MNviEAG","Programme Unit","MITEHAFA AFD - Emergency Support Covid 19","a0i1i000002iJAwAAM",""
"a0Y1i000009ymIoEAI","a0I1i000004MNw0EAG","Programme Unit","MITEHAFA AFD - Emergency Support Covid 19","a0i1i000002iJAwAAM",""
"a0Y1i000009ymItEAI","a0I1i000004MNvpEAG","Programme Unit","MITEHAFA AFD - Emergency Support Covid 19","a0i1i000002iJAwAAM",""
"a0Y1i000009ymLJEAY","a0I1i000004MMAaEAO","Country","EduCare 4.0 to HTC for project in Zambia","a0i1i000002iRyBAAU",""
"a0Y1i000009ymLTEAY","a0I1i000004MM8MEAW","Country","FSP Tavush III","a0i1i000002iRyfAAE",""
"a0Y1i000009ymLiEAI","a0I1i000004MM8MEAW","Country","Covid-19 resilience in Armenia and Nagorno-Karabakh conflict response","a0i1i000002iRziAAE",""
"a0Y1i00000AMXscEAH","a0I1i000004MM8zEAG","Country","FSP Kelafo, Phase III","a0i1i000002iS7rAAE",""
"a0Y1i00000AMXshEAH","a0I1i000004MNqsEAG","Programme Unit","FSP Kelafo, Phase III","a0i1i000002iS7rAAE",""
"a0Y1i00000AOYXyEAP","a0I1i000004MM9zEAG","Country","COVID-19: Providing for needs of 81 orphaned & abandoned children in Bethlehem","a0i1i000002iSBZAA2",""
"a0Y1i00000AOYY3EAP","a0I1i000004MM9zEAG","Country","Promoting Transgenerational Trauma Awareness","a0i1i000002iSBoAAM",""
"a0Y1i00000AOYY8EAP","a0I1i000004MM9zEAG","Country","Improving family reintegration of marginalized female-headed families","a0i1i000002iSByAAM",""
"a0Y1i00000AOYYcEAP","a0I1i000004MM8tEAG","Country","Protección integral y restitución de derechos para niños, niñas, adolescentes no","a0i1i000002iSD6AAM",""
"a0Y1i00000ECec2EAD","a0I1i000004MM8REAW","Country","Together against violence against children","a0i1i000002iUqNAAU",""
"a0Y1i00000EFO8SEAX","a0I1i000004MM9aEAG","Country","Sub project Lithuania: Innovative Care Solutions for Children in Alternative Car","a0i1i000002iVCnAAM",""
"a0Y1i00000EJO6QEAX","a0I1i000004MM8zEAG","Country","DRA response in Tigray, Ethiopia","a0i1i000002iVMTAA2",""
"a0Y1i00000EJOG3EAP","a0I1i000004MM8lEAG","Country","COVID-19: Education, Opportunity and Economic Recovery in Colombia","a0i1i000002iVN7AAM",""
"a0Y1i00000EJOG8EAP","a0I1i000004MM9mEAG","Country","COVID-19: Education, Opportunity and Economic Recovery in Morocco","a0i1i000002iVNCAA2",""
"a0Y1i00000EK89GEAT","a0I1i000004MM8XEAW","Country","Poultry project for creating employment and entrepreneurship opportunities","a0i1i000002iVQGAA2",""
"a0Y1i00000EK89aEAD","a0I1i000004MOhuEAG","Programme Unit","Support of adolescents from foster families in their integration into the societ","a0i1i000002i5HoAAI",""
"a0Y1i00000EK89fEAD","a0I1i000004MOheEAG","Programme Unit","Development of short-term crisis placement of children in Murmansk","a0i1i000002i7SYAAY",""
"a0Y1i00000EK89kEAD","a0I1i000004MMAWEA4","Country","Leave no one behind-Uganda","a0i1i000002iVSqAAM",""
"a0Y1i00000EMe1ZEAT","a0I1i000004MM8MEAW","Country","EU4Youth: Employability and Stability in Armenia","a0i1i000002iVaVAAU",""
"a0Y1i00000EMe1aEAD","a0I1i000004MM8REAW","Country","EU4Youth: Employability and Stability in Belarus","a0i1i000002iVaWAAU",""
"a0Y1i00000EMe1eEAD","a0I1i000004MOcCEAW","Programme Unit","EU4Youth: Employability and Stability in Armenia","a0i1i000002iVaVAAU",""
"a0Y1i00000EMe1fEAD","a0I1i000004MMAXEA4","Country","EU4Youth: Employability and Stability in Ukraine","a0i1i000002iVaaAAE",""
"a0Y1i00000EMe1jEAD","a0I1i000004MP2OEAW","Programme Unit","EU4Youth: Employability and Stability in Ukraine","a0i1i000002iVaaAAE",""
"a0Y1i00000EMe1oEAD","a0I1i000004MMAIEA4","Country","Leave no one behind-South Sudan","a0i1i000002iVakAAE",""
"a0Y1i00000EPEJnEAP","a0I1i000004MM9REAW","Country","We are stronger in society","a0i1i000002iVfBAAU",""
"a0Y1i00000EbuiiEAB","a0I1i000004MM8REAW","Country","Youth and young parents empowerment","a0i1i000002iVm2AAE",""
"a0Y1i00000MZuQuEAL","a0I1i000004MM9tEAG","Country","Nuffic - Horticulture: To develop and/or strengthen the skills of  women","a0i1i000002ibDLAAY",""
"a0Y1i0000056nFiEAI","a0I1i000004MM8XEAW","Country","Youth Skills development for increased employment opportunities","a0i1i000002iJwRAAU",""
"a0Y1i0000056nFsEAI","a0I1i000004MMAEEA4","Country","COVID 19-response Somalia: Awareness-raising, prevention, training, equipment","a0i1i000002iJwqAAE",""
"a0Y1i0000056nFxEAI","a0I1i000004MM8XEAW","Country","Healthy Nutrition, Environment and Habits for Teens","a0i1i000002iJwvAAE",""
"a0Y1i0000056nG2EAI","a0I1i000004MM8XEAW","Country","Nutrition for healthy children","a0i1i000002iJx0AAE",""
"a0Y1i0000056nGCEAY","a0I1i000004MNtmEAG","Programme Unit","Community Empowerment for Women and Children, Basse, Gambia","a0i1i000002i5SoAAI",""
"a0Y1i0000056nxYEAQ","a0I1i000004MM9QEAW","Country","Girl Education Challenge","a0i1i000002iK16AAE",""
"a0Y1i0000056nxsEAA","a0I1i000004MM9QEAW","Country","Partnership for Advanced Care and Treatment (PACT) Endeleza","a0i1i000002iK1GAAU",""
"a0Y1i0000056ny2EAA","a0I1i000004MM9QEAW","Country","County Level Initiatives on Prevention of Sexual Exploitation and Abuse through","a0i1i000002iK1zAAE",""
"a0Y1i0000056ny7EAA","a0I1i000004MM9QEAW","Country","Demystifying mental health illness through sports and mobile technology.","a0i1i000002iK2EAAU",""
"a0Y1i000006wn5UEAQ","a0I1i000006yYyMEAU","Programme Unit","Protección y garantía de los derechos de niñas, niños, jóvenes y mujeres","a0i1i000002i5H1AAI",""
"a0Y1i000007GBWIEA4","a0I1i000004MM8zEAG","Country","Joining Forces to Protect Children from Violence during COVID-19 ETH","a0i1i000002iLkrAAE",""
"a0Y1i000007I6aQEAS","a0I1i000004MNvdEAG","Programme Unit","Ecovillage Vontovorona - OIF","a0i1i000002iHphAAE",""
"a0Y1i000007IHDuEAO","a0I1i000004MM9mEAG","Country","Renfoncer l’inclusion sociale à travers la mise en place de projets culturels","a0i1i000002iLv1AAE",""
"a0Y1i000007K44PEAS","a0I1i000004MMA7EAO","Country","Guest families for children with special needs - SOS Russia","a0i1i000002i5OXAAY",""
"a0Y1i000007MMGJEA4","a0I1i000004MvZfEAK","Country","?an?o - Co-funding WBI 2020","a0i1i000002iLz3AAE",""
"a0Y1i000007MMGOEA4","a0I1i000004MM8bEAG","Country","?an?o - Co-funding Oud-Heverlee 2020","a0i1i000002iLz8AAE",""
"a0Y1i000007MMGTEA4","a0I1i000004MONSEA4","Programme Unit","?an?o - Co-funding Oud-Heverlee 2020","a0i1i000002iLz8AAE",""
"a0Y1i000007ZraREAS","a0I1i000004MMAXEA4","Country","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007Zrb5EAC","a0I1i000004MP2CEAW","Programme Unit","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007ZrbAEAS","a0I1i000004MP2BEAW","Programme Unit","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007ZrbFEAS","a0I1i000004MP25EAG","Programme Unit","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007ZrbGEAS","a0I1i000004MP24EAG","Programme Unit","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007ZrbKEAS","a0I1i000004MP26EAG","Programme Unit","Equal opportunities e-learning for vulnerable children during COVID-19 outbreak","a0i1i000002iM7bAAE",""
"a0Y1i000007ZrbUEAS","a0I1i000004MMAXEA4","Country","Strengthening economic situation of women with children in COVID crisis","a0i1i000002iM8UAAU",""
"a0Y1i000007ZrbZEAS","a0I1i000004MP26EAG","Programme Unit","Strengthening economic situation of women with children in COVID crisis","a0i1i000002iM8UAAU",""
"a0Y1i000007ZrbeEAC","a0I1i000004MP24EAG","Programme Unit","Strengthening economic situation of women with children in COVID crisis","a0i1i000002iM8UAAU",""
"a0Y1i000007ZrbfEAC","a0I1i000004MP2CEAW","Programme Unit","Strengthening economic situation of women with children in COVID crisis","a0i1i000002iM8UAAU",""
"a0Y1i000007ZrbjEAC","a0I1i000004MM9cEAG","Country","Soutien aux parents, enfants et jeunes de Madagascar fragilisés par la pandémie","a0i1i000002iM8eAAE",""
"a0Y1i000007ZrboEAC","a0I1i000004MMAXEA4","Country","Strengthening communities to adress families' needs and mitigate COVID-19 risks","a0i1i000002iM8jAAE",""
"a0Y1i000007ZrbtEAC","a0I1i000004MP2JEAW","Programme Unit","Strengthening communities to adress families' needs and mitigate COVID-19 risks","a0i1i000002iM8jAAE",""
"a0Y1i000008II64EAG","a0I1i000007VW2IEAW","Programme Unit","Tejiendo caminos: Iniciativas socioculturales para la inclusión","a0i1i000002i78nAAA",""
"a0Y1i000008IPu1EAG","a0I1i000004MM8lEAG","Country","Tejiendo caminos: Iniciativas socioculturales para la inclusión 2020","a0i1i000002iMYIAA2",""
"a0Y1i000008IWYwEAO","a0I1i000007VW2IEAW","Programme Unit","Tejiendo caminos: Iniciativas socioculturales para la inclusión 2020","a0i1i000002iMYIAA2",""
"a0Y1i000008MHYUEA4","a0I1i000004MOXdEAO","Programme Unit","Promoviendo los derechos de NNA y familias migrantes y/o desplazamiento forzado","a0i1i000002iI9TAAU",""
"a0Y1i000008MHYZEA4","a0I1i000004MOXQEA4","Programme Unit","Apoyo escolar e Inclusión educativa” Refuerzo académico para NNA","a0i1i000002iKufAAE",""
"a0Y1i000008MHYeEAO","a0I1i000004MOXyEAO","Programme Unit","Apoyo escolar e Inclusión educativa” Refuerzo académico para NNA","a0i1i000002iKufAAE",""
"a0Y1i000008MHYjEAO","a0I1i000004MOY3EAO","Programme Unit","Apoyo escolar e Inclusión educativa” Refuerzo académico para NNA","a0i1i000002iKufAAE",""
"a0Y1i000009UtIBEA0","a0I1i000004MM9cEAG","Country","Ecovillage de Vontovorona - LCIF","a0i1i000002iN7mAAE",""
"a0Y1i000009UtIGEA0","a0I1i000004MOU0EAO","Programme Unit","Creciendo en Familia Santa Cruz del Quiché","a0i1i000002i5AbAAI",""
"a0Y1i000009UtIHEA0","a0I1i000004MOU0EAO","Programme Unit","Educare","a0i1i000002i5KxAAI",""
"a0Y1i000009UtIQEA0","a0I1i000004MOU0EAO","Programme Unit","Promoción del desarrollo integral de la Niñez a partir de la comunidad","a0i1i000002i5CqAAI",""
"a0Y1i000009UtIVEA0","a0I1i000004MOU0EAO","Programme Unit","Fomento de la educación complementaria y protagónica de adolescentes y jóvenes","a0i1i000002i5CoAAI",""
"a0Y1i000009UtIaEAK","a0I1i000004MOU0EAO","Programme Unit","Nutrición integral a partir de energía renovable y agua saludable.","a0i1i000002i5GGAAY",""
"a0Y1i000009UtIfEAK","a0I1i000004MOU0EAO","Programme Unit","Fomento del desarrollo de competencias educativas integrales y tecnológicas.","a0i1i000002i5EhAAI",""
"a0Y1i00000ASrjWEAT","a0I1i000004MM9rEAG","Country","Aulas Integradas: una experiencia de Educación Incluyente","a0i1i000002iNQKAA2",""
"a0Y1i00000ASrjgEAD","a0I1i000007VW2IEAW","Programme Unit","Life-saving activities in Dipurdu's flood emergency","a0i1i000002i5KlAAI",""
"a0Y1i00000ASrjlEAD","a0I1i000004MM8zEAG","Country","Disability Project Ethiopia, Phase III","a0i1i000002iSOnAAM",""
"a0Y1i00000ASrjqEAD","a0I1i000004MNqrEAG","Programme Unit","Disability Project Ethiopia, Phase III","a0i1i000002iSOnAAM",""
"a0Y1i00000AeVXOEA3","a0I1i000004MP2CEAW","Programme Unit","Preparation for Sievierodonetsk childcare institution’s transformation","a0i1i000002iMB9AAM",""
"a0Y1i00000AeVXTEA3","a0I1i000004MP2CEAW","Programme Unit","Continuation of crisis response and early recovery measures-winterization focus","a0i1i000002i5RoAAI",""
"a0Y1i00000AeVXYEA3","a0I1i000004MP2CEAW","Programme Unit","Social infrastructure for internally displaced families","a0i1i000002i5H0AAI",""
"a0Y1i00000AeVXnEAN","a0I1i000004MP2JEAW","Programme Unit","Strengthening of community capacity to address the needs of vulnerable children","a0i1i000002i5GUAAY",""
"a0Y1i00000AeVXxEAN","a0I1i000004MMAXEA4","Country","Strengthening of communities to address the needs of vulnerable children","a0i1i000002iSe9AAE",""
"a0Y1i00000AeVY2EAN","a0I1i000004MP2JEAW","Programme Unit","Strengthening of communities to address the needs of vulnerable children","a0i1i000002iSe9AAE",""
"a0Y1i00000AeVY7EAN","a0I1i000004MP24EAG","Programme Unit","Increase the Scope of Family Family Care Services Delivery (regional plan)","a0i1i000002i5BXAAY",""
"a0Y1i00000ASrjHEAT","a0I1i000004MM9QEAW","Country","Scaling up Learning Through Play and Technology in basic education in Kenya","a0i1i000002iK1kAAE",""
"a0Y1i00000AecJTEAZ","a0I1i000004MM8gEAG","Country","Cultivating the future: Investing in present, transforming the future","a0i1i000002i7WCAAY",""
"a0Y1i00000Aepn2EAB","a0I1i000004MM9YEAW","Country","Vacation Basketball and Girls Empowerment Program","a0i1i000002i7VxAAI",""
"a0Y1i00000AfALJEA3","a0I1i000004MNucEAG","Programme Unit","Vacation Basketball and Girls Empowerment Program","a0i1i000002i7VxAAI",""
"a0Y1i00000AhMqIEAV","a0I1i000004MNsFEAW","Programme Unit","SHARPEN- 2: Somali Health, Protection and Nutrition project","a0i1i000002iRPpAAM",""
"a0Y1i00000AhMqNEAV","a0I1i000004MNsAEAW","Programme Unit","SHARPEN- 2: Somali Health, Protection and Nutrition project","a0i1i000002iRPpAAM",""
"a0Y1i00000AhMr6EAF","a0I1i000004MM9OEAW","Country","UNICEF Graduation Model","a0i1i000002iSh3AAE",""
"a0Y1i00000AhMrVEAV","a0I1i000004MM9OEAW","Country","Union for the Mediterranean: COVID-19 Response","a0i1i000002iShcAAE",""
"a0Y1i00000AhMtMEAV","a0I1i000004MM8bEAG","Country","Children4Change au Burundi","a0i1i000002iSj4AAE",""
"a0Y1i00000AhMtREAV","a0I1i000004MM8pEAG","Country","Children4Change en RDC","a0i1i000002iSj9AAE",""
"a0Y1i00000AhMtSEAV","a0I1i000004MMA8EAO","Country","Children4Change in Rwanda","a0i1i000002iSjAAAU",""
"a0Y1i00000AhMtWEAV","a0I1i000004MMA9EAO","Country","Children4Change au Sénégal","a0i1i000002iSjJAAU",""
"a0Y1i00000EbuinEAB","a0I1i000004MMAEEA4","Country","Co-funding for SOS Nursing School in Mogadishu","a0i1i000002iVnAAAU",""
"a0Y1i00000EbuisEAB","a0I1i000004MM8UEAW","Country","Building strong families and communities ensuring the rights of children Benin","a0i1i000002iShhAAE",""
"a0Y1i00000EhPH8EAN","a0I1i000004MMAUEA4","Country","SOS LABIB - Village de Gammarth","a0i1i000002iVt3AAE",""
"a0Y1i00000EhPHXEA3","a0I1i000004MM9tEAG","Country","Challenge Fund for Youth Employment (CFYE) Nigeria (MFA Netherlands)","a0i1i000002iVv4AAE",""
"a0Y1i00000EhPHcEAN","a0I1i000004MM9tEAG","Country","Accelerating peace and humanitarian relief through gender-sensitive COVID-19 res","a0i1i000002iVvnAAE",""
"a0Y1i00000EhPHhEAN","a0I1i000004MM8lEAG","Country","ECHO Venezuelan Refugee crisis response 2021 - Colombia","a0i1i000002iVxZAAU",""
"a0Y1i00000EhPHmEAN","a0I1i000004MMAdEAO","Country","ECHO Venezuelan Refugee crisis response 2021 - Venezuela","a0i1i000002iVxeAAE",""
"a0Y1i00000EhPHwEAN","a0I1i000004MM9OEAW","Country","MindPower","a0i1i000002iVymAAE",""
"a0Y1i00000EredPEAR","a0I1i000004MMAEEA4","Country","Child Protection and Community Based Protection Programmes in Somaliland","a0i1i000002iW9VAAU",""
"a0Y1i00000EredUEAR","a0I1i000004MMAEEA4","Country","Humanitarian Grand Challenge – Creating Hope in Conflict","a0i1i000002iW9RAAU",""
"a0Y1i00000EredeEAB","a0I1i000004MM9sEAG","Country","PACT3 - YARDA : Programme d’Accompagnement Communautaires","a0i1i000002iWBWAA2",""
"a0Y1i00000ExLl4EAF","a0I1i000004MM8PEAW","Country","OPAC","a0i1i000002iWEkAAM",""
"a0Y1i00000F3Nj9EAF","a0I1i000004MMALEA4","Country","Capacity strengthening for food resilience in the Horn: SOS Sudan","a0i1i000002iWMAAA2",""
"a0Y1i00000F3NjEEAV","a0I1i000004MMAEEA4","Country","Capacity strengthening for food resilience in the Horn: SOS Somaliland","a0i1i000002iWMFAA2",""
"a0Y1i00000MhdJ7EAJ","a0I1i000004MMA8EAO","Country","Kura Umenye – Child Protection, Education and Care Project (Pro-EduCare Project","a0i1i000002ibGeAAI",""
"a0Y1i00000MhdJHEAZ","a0I1i000004MM8vEAG","Country","Desafío Google: niñas, adolescentes, jóvenes y mujeres empoderadas.","a0i1i000002ibHSAAY",""
"a0Y1i00000MkZRnEAN","a0I1i000004MMAEEA4","Country","Somalia Nursing School","a0i1i000002ibJ9AAI",""
"a0Y1i00000MkZS2EAN","a0I1i000004MLc4EAG","Country","Dreamproject  2","a0i1i000002ibLKAAY",""
"a0Y1i00000MnzPfEAJ","a0I1i000004MM8rEAG","Country","Running Costs Kindergarten Tadjourah","a0i1i000002ibOYAAY",""
"a0Y1i0000056o2iEAA","a0I1i000004MNy3EAG","Programme Unit","Effective inclusion and participation for children with disabilities ","a0i1i000002i5KeAAI",""
"a0Y1i0000056o2nEAA","a0I1i000006X2bTEAS","Programme Unit","Amélioration des conditions d’apprentissage des élèves de Kokoro II, CAR","a0i1i000002i5I2AAI",""
"a0Y1i0000056o2sEAA","a0I1i000006X2kZEAS","Programme Unit","Improved situation of families through strengthened CBOs and local partnerships","a0i1i000002i5GxAAI",""
"a0Y1i0000056o5NEAQ","a0I1i000004MMA2EAO","Country","COVID-19 response Peru","a0i1i000002iK7TAAU",""
